Respondent ID,What languages do you use in Jupyter? (other),What are your primary job roles when you are using Jupyter? (other),"What are your go-to tools for performing data science, scientific computing, and machine learning on your laptop/ desktop (non-cloud) for data science? (other)",How do you run and/ or access Jupyter? (other),Major use cases (other).,What data sources are you primarily working with in your role? (other),What data formats are you mostly working with? (other),Do you experience these problems with data in Jupyter? (other),What type of analysis are you running? (other),What tools do you use to create dashboards? (other),Do you experience these problems with visualization in Jupyter? (other),How do you scale and schedule your workloads? (other),Do you experience these problems with scale in Jupyter? (other),What is your reason for sharing a notebook with someone else? (other),Comments about collaboration:,Do you have challenges with collaboration in Jupyter? (other),Do you have challenges with the notebook UI?,Open feedback for problems/ pain points you didn't get to share.
12304886334,,signal processing,,,Interspersing LaTeX in markdown with demonstration python code.,,,,,,,,,,,,,Please work with git developers to develop hooks for stripping or ignoring binary output.  
12304871255,,,,,,,,,,,,,,,,,,
12304855626,,,,,,,,"generally, the current state of variables is impossible to know in jupyterlab. reactive notebooks would be nice.",probabilistic programming (pymc3),streamlit,,,,,phd supervision,,,"i've tried so many times to use jupyterlab, but it's a mess.    upsides: jupyterlab is fast, faster than atom/vscode or even spyder. it's fast both for executing code and the interface doesn't lag while doing it.    painpoints:  - you have to right click inside a python file to open a console for ipython.    - creating a console from a file creates its own separate kernel    - two files CANNOT share the same kernel?!    - outputs in the console can’t be interacted with. plotting something there, i can’t right click and save the file, or even make it bigger.     - the keybinding situation is a mess as there are different ones depending on what file type your working on    - changing keybindings is difficult because config file has different name than menu items and some things dont exist in menus    - to change font size, there are two billion different places to change, like one for each type of cell in a notebook, and different sizes for the UI and console output    "
12304724799,,,,,,,,,,,,,,,,,,
12304705318,,,,self hosted,,openBIS,,,,,,,,,Real time collaboration nb are really needed!,Real time collaboration is missing,,In university settings with collaborative project within and between groups real time collaboration (RTC) on same notebooks is needed. Also in teacher-student settings while writing reports it is important and would make work more efficient
12304687188,,,,,"Loading, inspecting and visualising data",,"Gridded (NetCDF, Zarr)",,,,,,,,,,,
12304640738,bash script,,,,,,,,,Jupyter notebook scheduled run with papermill,,,,,"I don't collaborate on notebook, I use notebook for a faster development and testing, and then I merge them into our codebase",,,"When I run a long running task, and for some reason the network is down, then the output is no longer updated to the notebook."
12304634254,,RF Systems Engineer,,,,,,,Circuit Analysis Functions,,,,,,,,,
12304625876,,,,,"What a terribly designed question. You did not bother, right?",,,"You did not bother again, right?",,Yandex DataLens,,,,,Please fire the survey designer.,,,Crappy survey design.
12304618501,,,,,,,,,,,,,,,,,,Lack of proper support for git that ignores embedded  images generated in the notebook and only focuses on the code and text is a major headache. 
12304614711,MiniZinc,,,,,,,,,,,,,,,,,
12304599848,,,,,,,,,,,,,"I don't use notebooks for jobs that need to scale, just to build the initial pipelines",,,,,
12304581802,,,,Paperspace Gradient Notebooks (https://gradient.paperspace.com/notebooks),,"Google Drive, Github",,,,Streamlit,,,,,,,,
12304449489,,,,Pyodide,,,,,,"streamlit, panel, brython",,,,,,,,Ecosystem stability: sometimes it is difficult to develop extensions as the notebook/Lab includes many breaking changes between versions.    Extensions documentation: I would love to have a clear path to develop extensions and to know where I should start reading in order to create new extensions (Backend/frontend/messaging/...).
12304437748,,,,,,,,,,,,,,,,,,
12304429732,,,Google colab,from home ssh remote session on working computer ,,,,,,,I whold like an straightforward way  to switch between inline plotting and plotting in a popup figure in matlab,,,,,,,
12304320754,Kotlin,Data Visualization Engineer,,,,,,,,,,,,,,,,
12304318761,,,,,,,,,,none,,,,,,,,
12304281655,,,,,,,,,,,,,,,"Teaching, projects for teaching",,,"I find it very difficult moving between tools.  In particular I use my text editor (Vim), Atom (with Hydrogen) for editing with some interaction and Jupypter (when I need better access to Run All, or a quick spin up and check.  This is very klunky, but it's the best I have found, after many years trying."
12304248694,,,,,,,,,,,,,,,,,,
12304238879,,,,,,,,,,,,,,,,,,
12304238445,,,,Run on a remote machine through ssh (remote worker here :D),,,,,,Bokeh (migrating to panel),,,,,,,No way (AFAIK) to detect a cell whos content has been modified but the cell has not been executed,
12304233149,,,,,,,,,,,,,,,,,"Since Jupyter is opened as a tab in the browser, switching IME may be annoying.",
12304219415,,Data Analyst,,,,,,,,Power BI,,,,,"Large repo of notebook tasks, each (mostly) independent of the others",,,
12304211702,,,,,,,,,,,,,,,,,,
12304202160,,,,,,,,Refactoring - Critical,,,,,,,,,,
12304197424,,,,,,,,,,,,,,,,,,
12304194949,,,,,,,,,,,,,,,,,,
12304189934,,,,,,,FITS file from Astropy,,"linear regression, non linear regression",,,,,,,,,
12304187180,,,,,,,,,"Scientific computing: create mesh, FEM, BIE, analytical computation",,,,,,,,,
12304158269,,,,,,,,,,,,,,,,,,
12304148900,,,,,,,,,,,,,,,,,,
12304115110,,,,,,,,,,,,Databricks on Azure,I always have a phase of industrialisation from Jupyter to Pycharm. Sorry folks but there is a need for a real IDE here,,,,,"Just want to thank you. This software is kind of the best outcome open source can do, helping millions of users by providing such a great tool, with an incredible community. Shout out to all contributors."
12304043004,Haskell,,gedit,,,,,,,,,,,,,,,
12304027259,,,,Cloudera Machine Learning,,,,,,,,,,,,,,
12304021255,,,,,Building a mathematical programming model,,,,,,,,,,,,,
12303990274,,,,,"I build the Kubernetes clusters and infra, then deploy the JupyterHub helm chart with customizations for our org.",,,,,,,,,,,,,
12303944594,,,,,,,,,,,,,,,,,,
12303925651,,,,,,,,,,,,,,,,,,"In Google Colab you can create a code cell that you can collapse; display a title; and when executing the cell, still run the code. I wish I could do the same in normal jupyter notebooks"
12303881258,,Hardware Eng.,,,,,,,,,,,,,,,,
12303866134,,,,,,,,,,,,,,,,,,Need better R support
12303850662,,,,,,,,,,,,,,,,,,
12303836559,,,,,,,,,,,,,,,,,,Handling conflicts in a .ipynb with version control (git) is not great. Is there a way to improve that ? Rendering on GitHub is now better. Nteract is a great tool for quick view of .ipynb in emails for instance. Thanks for deploying all of those tools to make our scientific work better !
12303823325,,,,,,,,,,,,,,,,,,
12303790838,,,,,,,,,,,,,,,,,,
12303768130,,,,,,,,,,,,,,,,,,
12303740429,,,,,,,,,,,,,,,Jupyter is not a good collaboration tool,,,
12303722935,,security engineer/incident response,,Remote machine + SSH forwarding,Report generation (running a specific notebook on a regular interval and sending via email),,,,,Custom web application,Often manually build HTML or use HTML(Jinja) for displaying data,Custom code using nbconvert,Lack of modularity with notebooks and building complicated code within notebooks,,,General issues with git/github diffs and PR reviews,,
12303687943,,,,,,,,,,,,,,,,,,as an instructor I would like for a richer text creation/markup environment. 
12303663018,,,,,,,,,,,,,,,,,,
12303492506,,,,,,,,,,,,,,,,,,
12303465578,,,,,Teaching from notebooks.  Jupyter is the best solution we've found in this domain.,,,,,,,,,,,,,
12303424097,,,,,,,,virtualenv issues,,,,,,,,,,
12303420057,,,,,,,,,,,,,,,,,,
12303398892,,,,,,,,,,,,,,,,,Spelling support,
12303324462,,,,,,,,,,,,,,,,,,
12303214876,,,,,,,,,,,,,,,,,,
12303018223,,,,,,,,,,,,,,,,,,
12303009274,,,,,,,,,,,,,,,,,,
12303000818,,,,,,,,,,,,,,,,,,
12302906918,Sage math,,,,,,XML files,,,,,,,,,,,"I would like to have the option to lock Markdown cells. Usually I edit code cells way more than Markdown one, so it is a bit annoying that every time I pass through them it open for editing."
12302876539,,,,,,,,,,,,,,,,,,
12302743275,,,,singularity,,,,,,,,,,,,,,
12302730401,,,,,,,,,EDA,,,,,,,,,
12302684120,,,,,,,,,,Redash,,,,,,,,
12302675136,,,,,,,,,,,,,,,,,,"Local jupyter notebook has no native GPU to accelerate performance, unlike Colab. It would be interesting if something like this could be done."
12302569417,,,,,,,,,,,,,,,,,can not see values of variables ( like ipython),
12302567314,,,,,,,,,,,,,,,,,,
12302529707,,,,,,,,,,,,,,,,,,
12302518844,,,,,,,,,,Power BI - Microsoft,,,,,,,,
12302488395,,,,,,,,,,,,,,,,"We use git a lot; diffs in git aren't great, but we're kind of used to it by now",Biggest problem is not having emacs keybindings easily available,
12302370249,,,Nova,,,,,,,,,,,Collaborative research,,I really liked that moment when someone had made markdown the format for Jupyter notebooks: so much easier to read. (I continue to be jealous of Rmarkdown.),,
12302366764,,,,,,,,,geospatial,,,,,,,,,
12302349547,,,,,,,,,,,,,,,,,,
12302340191,Sagemath,,,,,,,,,,,,,,,,,
12302332753,,,,,,,,,,,,,,,,,,
12302222468,,,,,,,,,,,,,,,,,,
12302206889,,,,,,,,,,,,,,,,,,
12302197831,,,,,,,,,,,,,,,,,,
12302146890,,,,,,,,,,,,,,,,,Code completion and Intellisense in text editor.,
12302132765,,,,,,,,,,streamlit,,,,,,,,
12302096488,markdown,,,,Prototype,,,,,"AWS, plot in Jupyter",,,,,,,,
12302072816,,,,,,,,,,,,,,,,,,
12302039888,,,,,,,,,,,,,,,"It's mainly pair programming / educational prupose. We do not use Jupyter Notebooks for collaborating, or in producition.",,"To notebook UI is the primary reason I no longer use Jupyter. I prefer to use the tools I use for everything else (e.g. Vim, or another text editor). Being forced to use a seperate utility for coding, is unacceptable as it breaks all my workflows.","The primary reasons I no longer use Jupyter:  - I want to use my own editor, with my own configuration. Being forced to use some web based editor with different preferences, shortcuts, workflow is a pain. For example, in Vim you use CTRL-W to remove a word. But in the web IDE, this closes the browser.  - The huge JSON files where everything is contained in a single file makes version control near useless. Especially the fact that all images are in the same file, together with the code."
12302028969,,,,,,,,,,,,,,,,,,
12302011536,,,,,,,genomics data,,,,,,,,,,,"1) line wraps don't work well for me in code cells, I tend to not be able to see the right end of the code cell without scrolling    2) I can't remap the comment line shortcut which is critical to me. The existing one (Ctrl+/) is unusable on QWERTZ layout."
12301995139,,,,,,,,,,Metabase,,,,,,,,
12301985555,,,,,,,,,,,,,,,,,I wrote my own progress bar.,Please don't kill notebook classic.  For me it is a publishing platform.
12301972322,,,Geany,Currently not using,,,,,,,,,,,,,,
12301937654,,,,,,,,,,,,,,,,,,
12301915707,,,,,,,,,,,,,,,,,,
12301912558,,,,,,,,,,,,,,,,,,
12301907958,,,,,,,,,Climate data science,panel (main tool),,,,,,,,
12301875531,,,,,,,,,,,,,,,,,,
12301875268,,,,,,,,,,,,,,,,,,NA
12301869360,,,,,,,,,,,,,,,,,,
12301865338,,,,,,,,,,,,,,,,,,
12301864034,,,,,,,,,,,,,,,More a code sharing than colaboration. Real colaboration using Git (GitHub/GitLab Pull requests). Notebook more for presentation / examples / experiments (prototyping).,Note about Git. It works but diffs are almost useless when using changing outputs and the notebook json storgage. Visually difficult.,,Great tool.
12301741282,Bash,,,,,,,,,,,,,,,,,
12301705981,,,,,,,,,,,,,,,,,,
12301677130,,,nbdev,"Cloud environment - GitPod, Codespace, etc.",,,,"No built in way to perform ""run this cell and all its dependencies"", results depending on the order of computations (compare with Pluto.jl)",Learning to rank,,,,,,,,"No way to update all dependent cells or to run all dependencies, no support for bibliography and citations",
12301534299,,,,,,,,,,,,,,,,,"No Vim-style, modal key bindings",
12301501224,,,,,,,,,Geo,,,,"Reconnect to running (R) Kernels, Runtimes of Weeks. ",Share. Teach. Feedback. Review. Deploy. Peer programming. ,,,,
12301442452,,,,,,,,,,,,,,,,,,
12301386159,,,,,,,,,,,,,,,,,,
12301214129,,,,,,,,,,,,,,,Just mentoring a student,,,
12301110600,,,,,,,PDF,,,,,,,,,,,
12301045117,,,,,,,,,,,,,,,,,,
12300972738,,,,,,,,,,,,,,,,,,Lsp is soo slow in autocompletion. UI behaves very awkwardly sometimes such as when entering the code in the middle of the line deletes the words those are after that.
12300909709,,,,,,,,,,,,,,,,,,NA
12300763659,,,,,,,,,,,,,,,,,,Jupyter Notebook rocks! thx guys
12300728469,,,,,,,,,,Plotly JS,,,,,,,,"Thank you! I've been an avid Jupyter user for years and couldn't imagine life without it.  You're doing a lot of good for the world.  I've tried to use JupyterLab but really don't like it - I would be happy to share more thoughts if you're interested.  The primary issue is that I find the UI cluttered with features that aren't important to me, i.e. the filesystem bar (I prefer the Jupyter solution, which is to have it in a separate tab in my browser.) I also don't use the csv preview feature, as I'd prefer to read my data into pandas, which already displays beautifully in Jupyter.  Similarly, a variable explorer is uninteresting to me.  I can see how these features would all be helpful to a beginner, but to more of a ""power user,"" they just clutter the interface."
12300712107,SageMath,,SageMath REPL,,,,,,,,,,,,Always in CoCalc.,CoCalc tracks changes fine.,"(a) V should paste above rather than paste below. (b) Why is a Jupyter sheet called a Jupyter notebook? (c) Why not use a pronounceable file extension such as .j or .jnb or .jup or .jupr or .jupyter rather than (or as an alternative to) .ipynb with its four syllables and two diphtongs? (d) Jupyter Notebook made it easy to rename a Jupyter sheet from Untitled to something better, it's slightly more involved with JupyterLab. (e) Can't wait for RISE support in JupyterLab. (f) Why does cell numbering start from 1 rather than 0? (g) Need way to associate syntax highlighting to file extension (e.g. apply Python syntax highlighting to .sage files), besides the workaround at https://github.com/jupyterlab/jupyterlab/issues/4223#issuecomment-547934247","Maybe these belong here rather than in ""challenges with the UI""  (a) V should paste above rather than paste below. (b) Why is a Jupyter sheet called a Jupyter notebook? (c) Why not use a pronounceable file extension such as .j or .jnb or .jup or .jupr or .jupyter rather than (or as an alternative to) .ipynb with its four syllables and two diphtongs? (d) Jupyter Notebook made it easy to rename a Jupyter sheet from Untitled to something better, it's slightly more involved with JupyterLab. (e) Can't wait for RISE support in JupyterLab. (f) Why does cell numbering start from 1 rather than 0? (g) Need way to associate syntax highlighting to file extension (e.g. apply Python syntax highlighting to .sage files), besides the workaround at https://github.com/jupyterlab/jupyterlab/issues/4223#issuecomment-547934247"
12300654671,,,,,,,,,,,,,,,,,,"The markdown render can be troublesome, especially with `$` embedded within the code, this makes it troublesome to edit the documents between different bits of software. I've been tasked with much more   reporting and technical writing of late and jupyterlab+markdown has been a bit lacking for me. I wish that   the markdown engine was 1) more robust, 2) swappable or 3) used the markdown-it ecosystem (including plugins   such as super/sub-scripts, highlighting, etc). "
12300598767,,,,,,,,,data transformation and processing,,,,,,,,,"Jupyter should work better with HPC environments that have security restrictions, and HPC deployed Jupyterhub servers should be less brittle."
12300558680,,,,,,,,,,streamlit,,,,,,,,
12300554779,,,,,,,,,,,,,,,,,,"Support for real time, inplace editing of notebooks would greatly enhance collaborative workflows.  "
12300551529,,,,,,,,,,,GUI of matplotlib figures doesn't work very well (I haven't tried for a couple of years though),,Figuring out how to use dask properly and keeping the kernel from crashing mysteriously,,"I have multiple collaborations and different reasons to share notebooks, not sure how to respond here.",,,
12300478372,,,,,,,,,,,,,,,.,,,
12300420451,I always want to try out node in Jupyter but it seemed to complicated...,,,,"Prototyping, building models, trying out code. Problematic I find that vscode code completion is soooo much better...",,,VS Code has much better code completion... ,,Bokeh,Major performance issues and cross platform problems,,Memory crashed can be quite ugly when training.... Of course you can pre pickle the models etc. but sometimes happens. not the real fault of Jupyter in my opinion,,Doesn't work great. We usually use google colab. But it's also not perfect. What works best is from one local machine shared over the network. working on different parts.,cross platform can be a horror.,Biggest problem is tqdm loading indicator get's reprinted all the time.,LOVE YOU GUYS. I KNOW MY CRITICS ARE HARD. BUT JUPYTER CAN ENABLE SO MANY NOVICE PROGRAMMERS A NEW START IN A GREAT CODING CAREER.
12300366597,,Solutions Architect,,,,,,,,,,,,,,,,
12300323233,,,,,,,,,,,,,,,,,,
12300279749,,,,,,,,,,,,,,,,,,
12300274205,,Machine Learning Engineer,,"Connect remotely to a workstation, sometimes using ssh port forwarding",,,,,,,,,,,,,,"Mainly the lack of variable browser, not the best autocompletion and that in the event of a crash I have to recompute everything (no state snapshots) are the main pain points, the rest is fine"
12300260628,,,,,,,,,,Airtable,,,,,,,,"It'd be great to have more of an IDE-style experience, with Linting and MyPy and stuff.  Would be awesome to be able to prototype and then deploy dashboards and APIs and ETLs without leaving Jupyter.  Better support for making libraries (hot-reloading and stuff) would also be cool!"
12300251978,,,,,,,,,,,,,,,,,iPad support in Juno is good but could be way better ,"I use Juno on my iPad sometimes. It's not great, but it's better than lugging a laptop around. It would be great if an app like Juno was a first class citizen in the Jupyter world."
12300220125,,,,,,,,,,,,,,,,,,
12300202067,,,,,,,,,,,,,,,,,,
12300201776,,Data Analyst,,,,,,,,,,,,,,,,
12300074655,,,,,,,soap,,,,,,,,,,,LDAP plugin is quite missirable for jupyterhub
12300070443,,,,,,,,,,,,,,,,,,
12299985370,,,Xed,,,,Dirfiles (GetData),,,,,,,,,,,"Keeping track of notebook state server-side would be extremely helpful, since it would allow for running a long calculation overnight on a server with JupyterHub without having to leave Desktop / Laptop on and connected."
12299952360,,,,,,,,,,dc.js,,,,,,,,
12299946565,,,,,Version control and git integration need to be addressed.,,,,,Altair,,,,,,,,Please improve gut integration!
12299925815,,,,,,,,,,,,,,,,,,
12299847132,,,,,,,,,,,,,,,,,,
12299843013,,,,,,,,,,,,,,,,,"the lack of autocompletion and code checking is what makes me revert to pycharm, ",
12299775475,,,,,,,,,,Apache Superset,,,,,,,,
12299743755,,,,run  in virtualenv on on-premises compute server with SSH forwarding for access,,,Cannot comment.,,,,Oh my GOD the matplotlib API is obscure.,Other cluster computing systems,,,,,,Oh my GOOOOOODDDD matplotlib is a pain in the ass
12299706739,,,,,,,,,,,,,,,,,,
12299666375,,,,,,,,,,,,,,,,,,"I went through the issues I'm watching on https://github.com/jupyterlab/jupyterlab/issues and here's a list of improvements I'm keeping my fingers crossed for :)    These seem like relatively simple yet impactful quality-of-life improvements:    1. Add an option to show/strip trailing whitespace in the text editor and notebook cells. Maybe by supporting EditorConfig? Cf. issue #3904.  2. The Copy Path command is currently not really useful, see issue #9485 for an explanation why and ideas for improvement.    These will probably be harder but would be awesome to have:    1. The ability to start a long-running command/notebook etc., close the JupyterLab browser tab / put the computer to sleep, re-open JupyterLab later and see the output that was generated in the meantime. AFAIK, this requires changes to the kernel protocol. Cf. issue #2833.  2. Improve the text editor, so that the UX when writing scripts is more on par with that of using notebooks. Code evaluation is already available, which is great (though it can be hard to discover), so this mostly means auto-completion (i.e. probably LSP integration?). Cf. issues #2972, #2163."
12299633442,,,,,,,,inconvenient support for dynamic visualizations/non-stationary plots; kernel memory footprint is not showed on a notebook tab - it's nearly impossible to track down which tab eats too much,,,,,,,,,,
12299616167,,,,PaperSpace,,,,,,,,,,,,,,
12299557985,,Civil Engineer / GIS,,,,,,,,,,,,,,,,
12299484719,,,,,,,,,,,,,,,,,,
12299448686,,,,,,,,,,,,,,,,,,
12299374486,,,,,,,,,,,,,,,,,,
12299359452,,,,,,,,,Image analysis/computer vision,,,,,,,Jupyter Notebooks are non-linear and that is a big problem when using someone else's notebooks,,"1. Limited access to the file system (only from the starting folder down, not different drive units or folder paths)  2. Don't know how to share notebooks with other departments to let them run the same code with their data  3. Ability to create dashboards to let others run the code with their data"
12299229706,,,JupyterHub & KubeFlow-based notebooks,,,,,,,,,,,,,,,
12299201928,,,,,,,,,,,,,,,,,,
12299169649,,,,,,,,,,,,,,,,,,
12299143063,,,,,,,,,,,,,,,,,,
12299137324,,,,,,,,,,,,,,,,,,Hope all these supplemental artifacts don't change the best part about Jupyter notebooks- they're lightweight.
12299136083,,,,ssh tunnel to my remote machine,,,,,,,,,,,,,,
12299127364,,,,,,,,,Integer Optimization,,,,,,,,,"verson control on github, comment on changes, and easy way to publish, and break notebooks, call snippets from other notebooks. That's all. Basically points that will make collaboration easier."
12299097922,,,,,,,,,,,,,,,,,,
12299096869,,,,,,,,,,,,,,,,,,Jupyter Notebooks and nonlinear code execution often leads to low quality code when sharing. Particularly supporting loops is difficult. Reusing code from Notebooks is a terrible experience
12299082856,,,,,,,RAW binary format and MAT files,,,,Difficult to ensure reproducibility,,,,,,,
12299065975,,,,,,,,,,,,,,,,,,Nothing
12299042271,,,,,,,,,,,,,,,,,,
12299029453,,,,,,,,,,,,,,Progress reports to supervisor,,,"In jupyterlab, missing the exact functionality of the classic notebook TOC (2) extension: show which sections are currently executing/ waiting",
12299029365,,,IntelliJ IDEA,,,,,,,,,,,,,,,
12299023521,,,,,,,,,,,,,,,,,,The need to install extensions for every plotting library hampers the adoption of jupyter-lab. More streamlined workflows with plugins would be very nice.
12299015163,,,colab,,,,,,,,,,,,,,,
12298993206,,,,,,,,,,,,,,,,,,
12298990575,,,,,,,,,,,,,,,,,,
12298990159,,,,,,,,,,,,,,,,,,
12298967635,,,,,,,,,,,,,,,,,,
12298964744,,,,,,,,,,,,,,,,,,
12298960361,,,,,,,neuroimaging,,,,,"cluster, but I don't know what it is",,,,,,
12298954513,,,,,,,,,,,,,,,,An issue with jupyterlab on the same server is changes get lost if more than one person accesses it (not necessarily at the same time!),,
12298952912,,,,,,,,,,,,,,,,,,
12298952779,,,,,,,,,,,,,,,,,,
12298949952,,,,,,,,,,,,,,,,,,
12298948777,,,,,,,,,,,,,,,,,,
12298946936,,,,,,,,,,,,,,,,,,
12298945407,,,,,,,,,,,,,,,,,,
12298944591,,,,,,,,,,,,,,,,,,
12298943388,,,,,,,,,,,,,,,,,,
12298899202,,,,,,,,,"Summarising and visualising data, e.g. summary plots",,,,,,,,,
12298824777,,,I want to select all tools I use not only 3,,,,,,,,,,,,,,,"I much prefer the UI of the classic notebooks, e.g. splitting a cell is so much easier than in jupyterlab. "
12298793012,,,IntelliJ,,,,,,,,,,,,,,,
12298768281,,,,,"Weekly use in prototyping ideas and more ad hoc exploratory coding to find solutions.  Very good for getting quick feedback as to whether the idea/solution is worth pursuing further. Then I usually transition to rewriting content as a python package if the work is valuable, and use a notebook as a demo/example of how to use the package code.  ",,,(Trivial) Accidently printing too much data to output and crashing/freezing the browser,,Panel / Holoviews,,,,As a deliverable/outcome summarising findings of an experiment to stakeholders/peers. ,,"Reviewing notebooks in Pull Requests is very manual, and time consuming to check what has changed. Also hard to give feedback and link it to the notebook.",,"It would be great to have an easy way to rerun (possibly multiple) notebooks and check they are all still valid and give the same outputs as last time they were run. My workflow typically uses Jupyter notebooks for either early exploratory work, or more mature demos/examples/experiments/reports, with the main development part in the middle writing a Python package for the notebook to call.  However making sure demos/examples/reports stay in sync as api and code changes in the package progress is tricky, and usually needs an extra layer of automation in place to rerun a series of notebooks as a kind of smoke test. However smaller (non breaking) changes in outputs are much harder/manual to detect.  Unit tests are a great way to make sure package code is valid, but as the notebook itself is often the deliverable (or an export thereof), need to make sure it is still using the package code correctly. "
12298726926,,,,,,,,,,Panel/Holoviews,,,,,,,,
12298429669,,,,,,,,,,,,,,,,,,
12298427561,,,,,,,,,,,,,,,,,,
12298234916,Ansible,,,,Daily DevOps operations.,,,,,,,,,traceability records,,For comments we use https://github.com/NII-cloud-operation/sidestickies,,
12298125281,,,,,,,,,Analysis of astronomical images/spectra. ,,,,,,,,"Key bindings for editing/navigation, etc are very rudimentary compared with emacs",
12298065973,,,,,,,,,,,,,,,"If I collaborate on something, it's usually me doing all of the analysis and fact-finding, and they just provide the data.",,,"Jupyter is absolutely not the tool for the job for anything that's not exploratory data science or walking someone through an analysis. R Notebooks do what Jupyter does better (though the R Notebook experience is not as good in Python and I've mostly stopped using R). Anything requiring actual software development or serious coding requires falling back to VSCode (best) or Vim (decent) and leaving Jupyter notebooks behind. Jupyter and IPython still shine at exploratory work (trying out calls to a new API, etc.), but it's difficult to integrate into my workflow."
12297991330,,,,,,,,,,,,,,,,,,
12297977466,,,,,,,,,,"plotly, matplotlib",,NA,NA,,,,,
12297788063,,,,,,,,,,,,,,,,,,
12297672138,,,,,,,,,,,,,,,,,,"Would love more support for clearning outputs for checking into version control systems automatically, or via a standard git-hook?"
12297615353,,,,,,,,,,,,,,,,,,
12297581609,,,,,,,,,,,difficult to create interactive visualizations,,,,,,,
12297486936,,,,,,,,,Systems modeling and simulation,,,,,,,,,Thank you for making such a cool lightweight product for dev and collab. I really like using it!
12297410411,,,,,,,,,,,"Displaying large number of plots is cumbersome. Could use some zoom in/out feature: if an image output of a cell is big, then display its thumbnail by default and let me zoom in if I want to.",,,Deliver a report; showcase a functionality,But it's not happening in Jupyter! The question doesn't specify that it's about Jupyter.,,,
12297396838,,,,,,,,,,matplotlib,,,,,,,,
12297359192,,,,,,,"FASTA, FASTQ, other sequencing data",,,,,,,,,,,
12297322998,,,,,,,,,,,,,,,,,"I use tqdm for progress bar, but it sometimes stops update when detach the notebook","There are open source jupyter notebook extensions, would be better if it can have official support"
12297259779,,,,,,,,,,,,,,,,,,
12297255045,,,,,,,Raw binary data,,Kalman filter performance evaluation,,"Need to generate plots to disk, but not display them",,,,,,,Strongly prefer iPython console for interactive debugging
12297217726,,,,,,,,,,,,,,,,,,
12297164083,,,,,,,,,,,,,,,"This is my mentor, I joined the team 4 months ago",,,
12297126943,,,,,Data extraction+transformation to transfer archived industrial real-time between different generation of real-time databases  ,,,,,,,,,,,"We rely on ReviewNB for commenting and ""tracking"" changes",,"We are atypical users in the sense that we use notebooks for internal tasks to support our mission of sharing industrial real-time data with our target users who are student chemical or mechanical engineers being introduced to notebooks. So everything that makes notebooks easier to learn, navigate, use and easily deployable is a plus for us. "
12297107439,,,,,,,,,,,,,,,,,,
12297059460,,,,,,,,,Image Processing,,,,,,,,,
12297035370,,,,,,,,,,,,,,,,,,"Dear Jupyter Santa:  I would like an official ""dark theme"" or ""dark mode"".  Best  flgomezc @ github"
12297002987,,,,,,,,,,,,,,,,,,"A real-time collaboration solution for the _one-to-many_ teaching use case would be great. You can do screen-sharing, but then every student needs a second monitor to follow along while working..."
12296926233,,,,,,,,,,,,,,,,,,It is OK!
12296870775,,,,,,,,,,,,code is packaged and deployed in Galaxy,,,it's fine?,,,"I miss the help browser from RStudio! It's so so so useful and so easy compared to running help in a cell. I miss the variable browser, so easy to see an overview. We have better infra support for jupyter and i still push RStudio because it's so much easier to teach students wirh"
12296865841,,,,,,,,,,,,,,,,,,
12296840509,,,,,,,,,,,,,,,,,,
12296822188,,not job related,,,,,,,,,,,,,,,,
12296796617,,,,i don't,,,,,,,,,,,,,,
12296779974,,,,,,,,,,,,,,,,,,"My primary language is R. Language features in Jupyter (and the R kernel) are behind RStudio, VSCode, and Sublime.     Another big pain point is the lack of plain text Jupyter notebooks. I prefer R Markdown, where the code can execute in a notebook like environment, you can publish html/pdf reports (or convert to dashboards), but the source code is always plain text. This makes it easier to work with in git.    It also prevents problems when the state is unintentionally saved.    "
12296776763,Robot Operating System,,,,,,,,,,,,,,,,,
12296745602,,,,,,,,,,,,,,,,,,
12296722054,,,,web server,,,,,,,,,,,,,,
12296718127,,,,,,,,,,,,,,,,,,
12296669403,,,,,,,,,,,,,,,,,,
12296646227,,Consultant engineer,,,"Produce engineering deliverables (calculations notes, power system studies, etc.).",,,,,,,,,,Engineering deliverables need to be reviewed by peers.,,,"Printing to PDF via pandoc using LaTeX works fine, but changing the default template looks challenging. I would really appreciate easier PDF printing options with custom templates."
12296645103,,,,,,,,,,,,,,,,,,
12296641427,,,,,,,,,,,,,,,,,,
12296550142,,data journalist,,,,,,,,,,,,,,,,
12296518095,,,,,,,,,,,,,,,,,,"Anyway, just want to say ""Thank you""!"
12296501398,,,,,,,,,,,,,,,,,,no
12296488486,,,,,,,,,,,,,,,,,,
12296453450,,,Watson Studio,,,,,,,Watson Studio,,,,,,,,"For collaboration, I use Jupyter inside Watson Studio, which resolves most, if not all of the collaboration issues listed in the questions in that section. "
12296425877,,,,,,,,,,Altair,,,,,,,,
12296415935,,,jupyter qtconsole,,,,,,,,,,,,,,,
12296412267,,,,,,,,,,,,,,,,,"In Python, text coloring is wrong when having string with both "" and ' characters.",
12296405746,,,,,,,,,,,,,,,,,,
12296377378,,,,,,,,,,,,,,,,,,
12296358935,,,,,,,,,,,,,,,Freelance,na,na,nba
12296356706,,,,,,,,,,,,,,,,,,"Code editing is painful on jupyter notebooks, to the point where I cannot use them for actual development. I mean specifically this issue https://github.com/jupyter/notebook/issues/2040"
