Timestamp,What is the official name of your course?,At what school (or through what organization) is your course being taught?,"If there an official course webpage, please list it here:","If your course materials are publicly available online, please include the URL:",What are the names of the course instructors?,How often is this course taught?,Approximately how many students are in your class?,What level of education is your course?,What is the minimum level of programming experience that your students are expected to be at?,What field(s) is your course most related to?,What are the biggest pain points for you in running your class?,Please indicate which of the following Jupyter/IPython tools your class is utilizing:,"If you are using the notebook, are you using any custom or third-party extensions?","If you are using the notebook, how do students access it? (i.e. where is it installed?)",What language(s) will your students be using?,"If you are using the notebook, what kernel(s) will you be using?",What types of assignments do you use the notebook for?,What types of questions are included in your assignments?,"If you are using notebooks for graded assignments, how are you doing the grading?","When you grade coding answers, what aspects of the students' answers are you evaluating?",Are there any other ways that you structure your assignments or do grading that have not been covered by the previous questions?,What are the biggest pain points for you in grading Jupyter notebook assignments?,Are there any other ways in which you are using Jupyter in your class that were not covered in the previous questions?,Do you have any specific suggestions for how Jupyter tools could be made more accessible for instructors?
4/29/2016 15:37:39,Electrical Machines,University College of Southeast Norway,http://curriculums.hit.no/Study-Programmes-2014-2015/Courses/TF/EIK/Electrical-Machines-EK5312,,Dietmar Winkler,Every year,25 - 50,Advanced undergraduate (juniors and seniors),Intermediate (a year of experience),Electrical engineering,Setting up a play ground server where the students can play with. It is managable but I'd say that is the part that takes the most effort from my side. But having said that I guess mybinder.org will help for this autumns course.,"Jupyter notebook, nbconvert",,tmpnb,Python 3,IPyKernel,"In-class exercises, Homeworks / problem sets",Ungraded coding exercises,N/A,N/A,,,,I didn't know abou nbgrader before filling out this survey. So I guess having some documentation page that collects tools also for educational purposes would be nice. 
4/29/2016 17:06:00,PS239T: Introduction to Computational Tools and Techniques for Social Research,UC Berkeley,,https://github.com/rochelleterman/PS239T,Rochelle Terman,Every year,10 - 25,Graduate,Complete novice (no experience),Political science,Different background skill level of students; no teaching assistant.,Jupyter notebook,,They have it installed on their own computers,"Bash, Python 2, R",IPyKernel,"In-class exercises, Homeworks / problem sets","Manually graded coding exercises, Manually graded written answers (prose)",By hand,"Style, Correctness, Clarity",,pandoc problems; some students could not export their notebooks as pdfs due to a weird bug.,,
4/29/2016 18:10:29,CS245: Principles of Programming Languages,Bryn Mawr College,"https://athena.brynmawr.edu/jupyter/hub/dblank/public/CS245%20Programming%20Languages/2014-Fall/Programming%20Languages,%20Syllabus.ipynb","https://athena.brynmawr.edu/jupyter/hub/dblank/public/CS245%20Programming%20Languages/2014-Fall/Programming%20Languages,%20Syllabus.ipynb",Douglas Blank,Every two years,10 - 25,Intermediate undergraduate (sophmores and juniors),Intermediate (a year of experience),Computer science,"In 2014, it was just getting jupyterhub working.","Jupyter notebook, JupyterHub","calico-spell-check https://github.com/Calysto/notebook-extensions
calico-document-tools https://github.com/Calysto/notebook-extensions
calico-public https://github.com/Calysto/notebook-extensions
calico-cell-tools https://github.com/Calysto/notebook-extensions",JupyterHub,Scheme,Calysto Scheme,"In-class exercises, Lab exercises, Homeworks / problem sets, Collaborative / group assignments","Manually graded coding exercises, Ungraded coding exercises, Manually graded written answers (prose), Ungraded written answers (prose)",By hand,"Style, Correctness, Clarity",,,"Yes, lots!

We play Jeopardy! for review
https://athena.brynmawr.edu/jupyter/hub/dblank/public/CS206%20Data%20Structures/2016-Spring/Notebooks/Jeopardy.ipynb

I use clicker-like exit-ticket (I call them ""activities""):
https://athena.brynmawr.edu/jupyter/hub/dblank/public/Activity%20Magic.ipynb

Biology Simulations
https://athena.brynmawr.edu/jupyter/hub/dblank/public/Experiments/Calysto%20Simulator.ipynb","A repository with easy installation, searching, browsing."
4/29/2016 18:15:46,CS110: Introduction to Computing,Bryn Mawr College,https://athena.brynmawr.edu/jupyter/hub/dblank/public/CS110%20Intro%20to%20Computing/2015-Spring/Syllabus.ipynb,https://athena.brynmawr.edu/jupyter/hub/dblank/public/CS110%20Intro%20to%20Computing/2015-Spring/Syllabus.ipynb,Douglas Blank,Every semester / quarter,25 - 50,Introductory undergraduate (freshman and sophmores),Complete novice (no experience),Computer science,"This semester, it was grading. It was very hard to print out notebooks.","Jupyter notebook, JupyterHub","calico-spell-check https://github.com/Calysto/notebook-extensions
calico-document-tools https://github.com/Calysto/notebook-extensions
calico-public https://github.com/Calysto/notebook-extensions
calico-cell-tools https://github.com/Calysto/notebook-extensions
",JupyterHub,Processing,Calysto Processing,"In-class exercises, Lab exercises, Homeworks / problem sets, Collaborative / group assignments","Manually graded coding exercises, Ungraded coding exercises, Manually graded written answers (prose), Ungraded written answers (prose)",By hand,"Style, Correctness, Clarity, Creativity, reflections",,"That semester, it was printing them out.",,
4/29/2016 18:20:48,CS240: Principles of Computer Organization,Bryn Mawr College,https://athena.brynmawr.edu/jupyter/hub/dblank/public/CS240%20Computer%20Organization/2015-Fall/Syllabus.ipynb,https://athena.brynmawr.edu/jupyter/hub/dblank/public/CS240%20Computer%20Organization/2015-Fall/Syllabus.ipynb,Douglas Blank,Every two years,10 - 25,Intermediate undergraduate (sophmores and juniors),Novice (~1 semester of experience),Computer science,"I needed widgets, which I hadn't explored.","Jupyter notebook, JupyterHub","calico-spell-check https://github.com/Calysto/notebook-extensions
calico-document-tools https://github.com/Calysto/notebook-extensions
calico-public https://github.com/Calysto/notebook-extensions
calico-cell-tools https://github.com/Calysto/notebook-extensions
",JupyterHub,"Assembly Language (LC3, Little Computer 3)",calysto-lc3,"In-class exercises, Lab exercises, Homeworks / problem sets, Collaborative / group assignments","Manually graded coding exercises, Ungraded coding exercises, Manually graded written answers (prose), Ungraded written answers (prose)",By hand,"Style, Correctness, Clarity, Creativity, reflections",,My kernel needed some refinements,,
4/29/2016 18:26:15,BioCS115: Computing Through Biology,Bryn Mawr College,https://athena.brynmawr.edu/jupyter/hub/josh/public/BioCS115/Syllabus_2016.ipynb,https://athena.brynmawr.edu/jupyter/hub/josh/public/BioCS115/Syllabus_2016.ipynb,"Joshua Shapiro
Douglas Blank",Every year,10 - 25,Introductory undergraduate (freshman and sophmores),Complete novice (no experience),"Biology, Computer science",Lack of cooperative editing (like google docs),"Jupyter notebook, Interactive widgets, JupyterHub, nbgrader","calico-spell-check https://github.com/Calysto/notebook-extensions
calico-document-tools https://github.com/Calysto/notebook-extensions
calico-public https://github.com/Calysto/notebook-extensions
calico-cell-tools https://github.com/Calysto/notebook-extensions
",JupyterHub,Python 3,IPyKernel,"In-class exercises, Lab exercises, Homeworks / problem sets, Collaborative / group assignments","Autograded coding exercises, Manually graded coding exercises, Ungraded coding exercises, Manually graded written answers (prose), Ungraded written answers (prose)","nbgrader, By hand","Style, Correctness, Clarity",,"nbgrader, wasn't working via jupyterhub... major pain",,Make nbgrader be an application. 
4/30/2016 3:24:14,Air Quality,Wageningen University,https://ssc.wur.nl/Schedule/Course/MAQ-34806,will come,"Maarten Krol, Folkert Boersma",Every year,10 - 25,Advanced undergraduate (juniors and seniors),Advanced (2-3 years of experience),"Chemistry, Earth science, Physics",,"Jupyter notebook, Interactive widgets",Run executable 3D model programmed in fortran/c,I installed cloud computers,"Python 2, Python 3, R","IPyKernel, IRKernel","In-class exercises, Collaborative / group assignments",Manually graded written answers (prose),,"Correctness, Clarity",,"I use a tool called Blackboard, where students upload pdf assignment",,"I like the set-up explained for large classes and MOOCs, but a better installation guide would help. I am new to dockers, and jupyterhub. So, a step-by-step manual would be highly appreciated."
4/30/2016 16:17:11,TM351 Data Management and Analysis,"The Open University, UK",http://www.open.ac.uk/courses/modules/tm351,Not available publicly,"Tony Hirst
Alistair Willis
Kevin Waugh
Neil Smith
Steven Self",Every year,250 - 500,Advanced undergraduate (juniors and seniors),Intermediate (a year of experience),"Computer science, Data science",Software installation,Jupyter notebook,"Comment folding
Read-only Cell
Inline python/markdown
Exercise
In-house custom: compress html & ipynb together in a zip file
In-house custom: styling/institution logo on notebook
In-house custom: highlight cell with background colour (for marker feedback)
In-house custom: coloured background exercise cells
In-house custom: answer reveal toggle button ",We provide a VM containing Jupyter + various DBMS,Python 3,IPyKernel,"Lab exercises, Exams","Manually graded written answers (prose), mini data-analysis project reports",By hand,"Style, Correctness, Clarity","Mini-report of a data analysis activity, presented as a notebook",Providing on-script feedback,"We access various databases from magics within the notebooks. The DBMS are installed with Jupyter inside a Virtualbox Linux VM. The VM is launched and provisioned on students' own computers (we are a distance learning organisation) using vagrant. (We had problems with services reliably starting in a free-running box.)
We are exploring the use of docker containers linked via docker-compose, that could be run on  student's own computer or via a cloud host.",
4/30/2016 16:23:05,Learn to Code for Data Analysis,FutureLearn / Open University,https://www.futurelearn.com/courses/learn-to-code,,"Michel Wermelinger
Tony Hirst
Rob Griffiths",Twice a year,More than 500,MOOC,Complete novice (no experience),General elementary data & programming skills,Software installation,Jupyter notebook,None,Own computer (Anaconda) or SageMathCloud,Python 3,IPyKernel,In-class exercises,"Ungraded coding exercises, Ungraded written answers (prose)",N/A,N/A,Teaching materials provide an example mini-project template that learners customise using their own data,No grading,"First course presentation required learners to install Anaconda, which was problematic. Forthcoming presentation we also inform learners about the existence of SageMathCloud.",
5/1/2016 23:32:37,Intelligent systems,Shevchenko Transnistria State University,,,Vadim Velikodniy,Every year,10 - 25,Advanced undergraduate (juniors and seniors),Novice (~1 semester of experience),"Computer science, Machine learning, Mathematics",,"Jupyter notebook, IPython terminal",No,They have it installed on their own computers,Python 3,IPyKernel,"In-class exercises, Lab exercises, Homeworks / problem sets","Manually graded coding exercises, Ungraded coding exercises",N/A,"Style, Correctness, Clarity",,,,
5/2/2016 9:16:40,Public Economics,"University of Siena, Italy",http://massimodantoni.info/PubEc/,,Massimo D'Antoni,Every year,10 - 25,Graduate,Complete novice (no experience),Economics,,Jupyter notebook,hide_input hide_input_all,I just show the output from my computer,Not required,SageMath,no assignments with notebook so far,,N/A,N/A,,,,
5/2/2016 9:17:04,Modern programming languages," Silesian University of Technology, Gliwice, Poland",,,Piotr Gawron,Once,25 - 50,Intermediate undergraduate (sophmores and juniors),Advanced (2-3 years of experience),"Computer science, Machine learning",Lack of easy to set-up environment for running multi-user Jupyter server.,Jupyter notebook,,They have it installed on their own computers,Julia,IJulia,"In-class exercises, Lab exercises, Homeworks / problem sets, Collaborative / group assignments",Manually graded coding exercises,By hand,"Style, Correctness, Clarity",Jupyter was mostly used by students to write simple programs. Collaborative work was done using text editors and github.,Lack of proper IT infrastructure at the university. Communication had to be done using only e-mails.,No,No
5/2/2016 9:20:11,Introduction to Physical Oceanography,Columbia University,https://courseworks.columbia.edu/portal/site/EESCW4925_001_2015_3,https://github.com/rabernat/intro_to_physical_oceanography,"Ryan Abernathey
Arnold Gordon",Every year,10 - 25,"Advanced undergraduate (juniors and seniors), Graduate",Complete novice (no experience),Earth science,Dealing with very diverse backgrounds in terms of math / physics / programming experience.,Jupyter notebook,RISE,They have it installed on their own computers,Python 3,IPyKernel,"Homeworks / problem sets, Presentations (via RISE)","Manually graded coding exercises, Manually graded written answers (prose)",By hand,"Correctness, Clarity",Notebook-related assignments are focused on making plots. Grading is often based on the correctness of the plots.,Organizing the assignment submissions. The students currently submit via email. Github would be too overwhelming for them I fear.,RISE is a very powerful tool for teaching.,Support and develop RISE more.
5/2/2016 10:00:58,Research Methods for Psychology,"Goldsmiths, University of London",,,,Every year,50 - 100,Intermediate undergraduate (sophmores and juniors),Complete novice (no experience),"Psychology, Statistics",,Jupyter notebook,,N/A,"Python 3, R","IPyKernel, IRKernel",,,N/A,N/A,,,Demoing statistical concepted with simulated data. ,
5/2/2016 10:46:05,Methods in astrophysics,UC Davis,,"We use canvas, happy to share a link if requested. ",Marusa Bradac,Every year,25 - 50,Advanced undergraduate (juniors and seniors),Novice (~1 semester of experience),"Physics, Planetary/space science",Finding a server that would run jupyterhub without issues. I LOVE jupyterhub though!!!,"Jupyter notebook, JupyterHub",,JupyterHub,Python 2,IPyKernel,"In-class exercises, Homeworks / problem sets","Manually graded coding exercises, Manually graded written answers (prose)",By hand,Solving the problem correctly (code is secondary),No.,Opening it on my computer is slow. Downloading the assignment. ,,Good tutorials on how to use it for the students. 
5/2/2016 10:50:49,Enterprise Software with Python,O'Reilly/Safari Books,http://shop.oreilly.com/product/0636920047346.do,https://github.com/mahmoud/espymetrics/,Mahmoud Hashemi,Continuously via URLs above and via private training,250 - 500,"Mixed (conferences, workshops, Software Carpentry style events, etc.)",Intermediate (a year of experience),"Computer science, Software Engineering",Need more/more-fully-developed widgets (like the float slider. Maybe just better docs.). Sometimes reprs get too large (crash-your-browser level. adjustable limit?). It would be nice to be able to import other notebooks as though they were .py files (there was an option to auto-export years ago). Oh and sometimes zmq segfaults (and other issues. reliability still requires supervisord).,"Jupyter notebook, Interactive widgets","The extension to put a flag on a notebook to make it read only. It's not super smooth/reliable, though.",It is installed on computers in a university/school computer cluster or lab,Python 2,"IPyKernel, We have an in-progress custom Python-based kernel inside of PayPal",Collaborative / group assignments,"Ungraded coding exercises, Ungraded written answers (prose)",N/A,N/A,,,,See the first box. Thanks!
5/2/2016 11:05:04,"Physics 12, Science Research Methods 12",Ballenas Secondary School,,,Carl Savage,Every semester / quarter,25 - 50,High school (ages 14-18),Complete novice (no experience),"Biology, Chemistry, Data science, Earth science, Mathematics, Physics","Marking, computer support",Jupyter notebook,No,It is installed on computers in a university/school computer cluster or lab,Python 2,IPyKernel,"In-class exercises, Lab exercises, Homeworks / problem sets","Manually graded coding exercises, Manually graded written answers (prose)",By hand,"Correctness, Clarity",Lab reports,Time,Great tool for education,
5/2/2016 11:15:37,MCHE485: Mechanical Vibrations,University of Louisiana at Lafayette,http://www.ucs.louisiana.edu/~jev9637/MCHE485.html,http://www.ucs.louisiana.edu/~jev9637/MCHE485.html,Joshua Vaughan,Every semester / quarter,25 - 50,Advanced undergraduate (juniors and seniors),Complete novice (no experience),Mechanical engineering,,Jupyter notebook,No,They have it installed on their own computers,Python 3,IPyKernel,"In-class exercises, Lab exercises, Homeworks / problem sets, Collaborative / group assignments","Manually graded coding exercises, Manually graded written answers (prose)",By hand,Correctness,No,Student lack of experience and technical expertise,,
5/2/2016 11:21:13,Digital Signal Processing,University of Rostock,,,,Every year,10 - 25,Intermediate undergraduate (sophmores and juniors),Novice (~1 semester of experience),Electrical engineering,,"Jupyter notebook, nbconvert",,Binder,"Matlab / Octave, Python 3",IPyKernel,"In-class exercises, Lab exercises, Homeworks / problem sets",Ungraded coding exercises,,Correctness,,,,
5/2/2016 11:47:31,Fundamentals of Computational Fluid Mechanics,Universidad Tecnica Federico Santa Maria,,https://github.com/usantamaria/mec223_laboratorios,Christopher D Cooper,Every year,25 - 50,Advanced undergraduate (juniors and seniors),Novice (~1 semester of experience),"Computer science, Mathematics, Mechanical engineering","Leading laboratory sessions with 40+ students
Graded assessments. Tried to use notebooks, but got a few clear frauds.",Jupyter notebook,,It is installed on computers in a university/school computer cluster or lab,"Python 2, Python 3",IPyKernel,"In-class exercises, Lab exercises, Homeworks / problem sets","Manually graded coding exercises, Manually graded written answers (prose)",By hand,Correctness,No,Realizing if a wrong answer is because of a coding or conceptual bug,No,
5/2/2016 11:50:02,Impacts of Engineering,University of Wisconsin-Stout,,,Devin Berg,Every semester / quarter,50 - 100,Introductory undergraduate (freshman and sophmores),Complete novice (no experience),Mechanical engineering,Quickly getting students up to speed with the tools.,Jupyter notebook,,SageMath Cloud,Python 2,,Homeworks / problem sets,Manually graded coding exercises,By hand,Correctness,,"I am looking for correct output, not necessarily best path to get there. Multiple variations.",,I like Sage Math Cloud but it seems to have a lot of performance issues.
5/2/2016 11:54:58,David Blanchet,Orange,,,David Blanchet,Every semester / quarter,Less than 10,"Advanced undergraduate (juniors and seniors), Colleagues",Novice (~1 semester of experience),"Computer science, Telecommunication",Student knowledge varies a lot inside course.,"Jupyter notebook, nbconvert",,N/A,Python 3,IPyKernel,,,,,,,,
5/2/2016 15:41:46,Introduction to Computer Science ,Monash University (Australia),,,,Every semester / quarter,250 - 500,"Introductory undergraduate (freshman and sophmores), Intermediate undergraduate (sophmores and juniors)",Novice (~1 semester of experience),Computer science,,Jupyter notebook,,They have it installed on their own computers,Python 3,IPyKernel,"In-class exercises, I use the notebook mostly to demonstrate ",Manually graded written answers (prose),N/A,,,,I use it to demonstrate code in the lectures ,
5/2/2016 16:07:00,Temas Selectos de Física Computacional (Selected Topics on Computational Physics),"Facultad de Ciencias, UNAM",,https://github.com/lbenet/2016-1_TemasSelectosFisComp,Luis Benet,Every year,10 - 25,"Intermediate undergraduate (sophmores and juniors), Advanced undergraduate (juniors and seniors)",Novice (~1 semester of experience),"Computer science, Mathematics, Physics, Planetary/space science",Coding with docs: always easily forgotten,"Jupyter notebook, nbconvert","RISE, for presentations: https://github.com/damianavila/RISE",They have it installed on their own computers,"Julia, python2 (but very seldom)",IJulia,"In-class exercises, Lab exercises, Homeworks / problem sets, Collaborative / group assignments","Ungraded coding exercises, Ungraded written answers (prose)",Course assitant runs the tests,"Style, Correctness, Clarity",I try to promote collaboration,,,"We had some problems installing JupyterHub and nbgrader, so we renounce using them; my suggestion is to improve the documentation."
5/2/2016 18:55:00,EE123: digital signal processing,UC Berkeley ,https://inst.eecs.berkeley.edu/~ee123/sp16/,https://inst.eecs.berkeley.edu/~ee123/sp16/labs.html,Michael Lustig ,Every year,25 - 50,Advanced undergraduate (juniors and seniors),Novice (~1 semester of experience),"Computer science, Data science, Electrical engineering, Mathematics",Debugger!  Interactive figures.,Jupyter notebook,No,They have it installed on their own computers,Python 2,IPyKernel,"Lab exercises, Collaborative / group assignments",Manually graded coding exercises,"By hand, Peer grading","Style, Correctness",Instructor check off with students one on one ,None,,
5/2/2016 21:17:22,,UC Berkeley,,,,Every semester / quarter,More than 500,Introductory undergraduate (freshman and sophmores),Novice (~1 semester of experience),Electrical engineering,Coordinating all of the posting/submission of labs/homeworks/etc. with as much automation as possible.,Jupyter notebook,,It is installed on computers in a university/school computer cluster or lab,Python 3,IPyKernel,"Lab exercises, Homeworks / problem sets","Manually graded coding exercises, Ungraded coding exercises, Manually graded written answers (prose), Ungraded written answers (prose)",By hand,Correctness,,,,
5/3/2016 0:19:13,Capita selecta in mathematical optimization,Ghent University,(not yet),in development,"Bernard De Baets
Michiel Stock",Every year,10 - 25,Advanced undergraduate (juniors and seniors),Intermediate (a year of experience),"Biology, Computer science, Machine learning, Mathematics","We haven't started yet, but we expect that it will be a challenge to let every student work on the same server without hickups","Jupyter notebook, IPython terminal, JupyterHub, nbconvert, nbgrader",,JupyterHub,Python 3,IPyKernel,"In-class exercises, Homeworks / problem sets","Manually graded coding exercises, Ungraded coding exercises, Manually graded written answers (prose), Ungraded written answers (prose)",nbgrader,"Correctness, Clarity",,,,
5/3/2016 1:10:14,Py4Life,Tel-Aviv University,https://py4life.github.io,https://github.com/Py4Life,"Yoav Ram, Lior Glick,  Ohad Lewin-Epstein, Shiran Abadi ",Every year,10 - 25,Graduate,Complete novice (no experience),Biology,Not enough time for in-class exercises,Jupyter notebook,,It is installed on computers in a university/school computer cluster or lab,Python 3,IPyKernel,"In-class exercises, Homeworks / problem sets, Exams, Final research project","Manually graded coding exercises, Ungraded coding exercises",By hand,"Style, Correctness, Clarity","Notebooks with answers are uploaded to Moodle, I download a zip of them into a local folder on my PC, then go through them and grade. I use <span color=""red""> to highlight my comments.","Having to use <span color=""red""> in comments - no coloring in markdown
Going through Moodle to collect answers.","I also use Jupyter for other courses outside of Academia, in commercial settings - see http://python.yoavram.com. I'm getting good feedback on the use of the notebook in class to bring together text, math, code, output, plots, and exercises.","Easier way to convert a notebook to a slide show
A hosting service like binder but with long-term persistence for classes - free for academia and paid for commercial."
5/3/2016 1:45:41,Decision Supporting Techniques for Environmental Management,Ghent University,,,,Every year,10 - 25,"Advanced undergraduate (juniors and seniors), Graduate",Complete novice (no experience),"Biology, Earth science, Mathematics","Since this is an elective course, the audience is very diverse (students from biology, geology, bioscience engineering, post-graduates, etc.). This leads to a segregation of students during the lessons based on their 'gut feeling' for programming.","Jupyter notebook, Interactive widgets, nbconvert",,They are rendered on a server they log into,Python 3,IPyKernel,"In-class exercises, Homeworks / problem sets","Manually graded coding exercises, Manually graded written answers (prose)",By hand,Correctness,,,,
5/3/2016 1:54:06,"Numeracy, a tool box for beginners",Université de Pau et des Pays de l'Adour,,https://www.gitbook.com/book/gvallverdu/python_sciences/details,"Germain Salvato-Vallverdu, Vincent Le Bris",Every year,10 - 25,PhD level,Complete novice (no experience),Computer science,Providing a complete and easy to use working environment.,"Jupyter notebook, IPython terminal",no,It is installed on computers in a university/school computer cluster or lab,"Bash, Fortran, Python 3, R","IPyKernel, IRKernel",,,,,,,,"Maybe it could be useful to be able to freeze cells. For example, we can set up a kind of notebook template with frozen cells and a students will have to fill in the notebook or add cells in the template."
5/3/2016 5:10:16,,,,,,Every year,10 - 25,"Advanced undergraduate (juniors and seniors), Graduate",Complete novice (no experience),"Biology, Data science",,Jupyter notebook,,They have it installed on their own computers,Python 3,,"In-class exercises, Lab exercises, Homeworks / problem sets, Collaborative / group assignments, Exams",Manually graded coding exercises,By hand,Correctness,"In most questions, the general structure of the code is given and the students need to complete crucial sections and implement functions. In exercises towards the end of the course, we also included 'free coding' questions, but these require more time and effort to grade.",,We also used notebooks as a 'lesson log' which the students follow during lectures. Class exercises are embedded within the notebooks.,
5/3/2016 5:59:29,Chemical and Biological Engineering I,Colorado State University,,,,Every year,50 - 100,Introductory undergraduate (freshman and sophmores),Complete novice (no experience),Chemical and Biological Engineering,managing assignments and grading,"Jupyter notebook, JupyterHub",,JupyterHub,Python 3,IPyKernel,"In-class exercises, Homeworks / problem sets",Manually graded coding exercises,By hand,"Style, Correctness",,getting the infrastructure in place to automate the grading,,
5/3/2016 6:40:00,,KLE Technological University,,,Satish Annigeri,Once,50 - 100,Intermediate undergraduate (sophmores and juniors),Novice (~1 semester of experience),Civil Engineering,Getting students quickly started with Python and NumPy in a 6 hit crash course,Jupyter notebook,Nonr,It is installed on computers in a university/school computer cluster or lab,Python 2,IPyKernel,Lab exercises,Manually graded coding exercises,N/A,Correctness,,,,Could we setup an in-house Jupyter server for use in lab?
5/3/2016 6:54:26,PHY 3110 Classical Mechanics,High Point University,https://trinket.io/atitus/courses/phy-3110-advanced-classical-mechanics,https://trinket.io/atitus/courses/phy-3110-advanced-classical-mechanics,Aaron Titus,Fall Semester of Even Numbered Years,10 - 25,Advanced undergraduate (juniors and seniors),Novice (~1 semester of experience),Physics,"We teach a highly innovative introductory physics course with the textbook Matter & Interactions by Ruth Chabay and Bruce Sherwood. Yet, our (advanced) classical mechanics course for juniors and seniors is more traditional. Our biggest challenge is to modify the advanced course to more closely couple to our introductory course. One way of meeting that challenge in the future is to use Jupyter VPython. Our students learn VPython in the introductory course. Now they will use Jupyter and VPython. (1.5 years ago, students used iPython Notebook with iVisual in the advanced course, but the software has been updated to Jupyter and VPython.) ",Jupyter notebook,VPython (https://github.com/BruceSherwood/vpython-jupyter),They have it installed on their own computers,"Python 2, Python 3","IPyKernel, VPython","In-class exercises, Lab exercises, Homeworks / problem sets, Exams",Manually graded coding exercises,By hand,Correctness,,,We have started using Jupyter for presentations that include VPython simulations.,
5/3/2016 11:34:39,DIY Deep Learning with Caffe,Berkeley Vision and Learning Center,caffe.berkeleyvision.org,,"Evan Shelhamer
Jeff Donahue
Jon Long",Ad-hoc (e.g. workshops),100 - 250,"Advanced undergraduate (juniors and seniors), Graduate, Mixed (conferences, workshops, Software Carpentry style events, etc.)",Intermediate (a year of experience),Machine learning,Keeping mixed-experience audience on the same page. Arranging for computational infrastructure to actually run notebooks (as parts of our work require GPUs).,"Jupyter notebook, nbconvert",,"qwiklabs, university AWS credits, own computers",Python 2,IPyKernel,In-class exercises,"Ungraded coding exercises, self-paced tutorial",N/A,N/A,,,,
5/4/2016 14:11:20,Data Science 8,UC Berkeley,data8.org,,"John DeNero
Ani Adhikari",Every semester / quarter,250 - 500,Introductory undergraduate (freshman and sophmores),Complete novice (no experience),"Computer science, Data science, Machine learning, Statistics","One pain point: we can't administer computer-based exams, and the written exam format is somewhat artificial for students, who are otherwise always able to write code on their computers.","Jupyter notebook, JupyterHub, nbconvert",,JupyterHub,Python 3,IPyKernel,"Lab exercises, Homeworks / problem sets, Collaborative / group assignments","Autograded coding exercises, Manually graded coding exercises, Manually graded written answers (prose), Ungraded written answers (prose)","By hand, We have our own automated testing framework called okpy.",Correctness,,We can't automatically grade for style.  Sometimes it's difficult to automatically identify what mistake a student has made and provide useful feedback.,"We use notebooks interactively in lecture, sometimes in lieu of slides.","More useful UI feedback for students about errors connecting to JupyterHub, or about student code that causes performance issues.

Integrated debugging tools (for example, to let students view the current Python environment) would be useful.

It would be nice to allow instructors to publish updates (e.g. bug fixes) to notebooks and merge them with students' edited copies of notebooks.  Git does an okay job, but potentially a tool that understands JSON would be better at merging notebooks.

Collaborative editing would be a great feature."
5/5/2016 16:22:52,Photonics in Biotechnology and Nanotechnology,Australian National University,http://programsandcourses.anu.edu.au/2016/course/PHYS8014,,,Every year,Less than 10,Graduate,Novice (~1 semester of experience),"Electrical engineering, Physics","Relying on students' own computers to access online materials results in many technical difficulties. Setting up servers and configuring access is a hassle, but after the initial configuration things seem to go smoothly.","Jupyter notebook, Interactive widgets, JupyterHub",RISE https://github.com/damianavila/RISE,JupyterHub,"Matlab / Octave, Python 3",IOctave,"In-class exercises, Homeworks / problem sets","Manually graded coding exercises, Ungraded coding exercises, Manually graded written answers (prose)",N/A,Understanding of the physics behind the code,,,"Some of my lecture slides are interactive notebooks through the RISE extension. These include ipywidgets for updating graphs within the presentation. In addition to having a static pdf copy, students are able to access the interactive version of the slides through Jupyterhub.",I am waiting for RISE or nbpresent to become more mature so that I can rely on them for all of my lecture presentations.
5/6/2016 8:09:42,ENSP 202 Quantitative Methods,Sonoma State University,,http://danielrsoto.com/ensp-202-syllabus.html,Daniel Soto,Every year,10 - 25,Intermediate undergraduate (sophmores and juniors),Complete novice (no experience),Environmental Science,Incidental complexity for students with syntax and tools.,"Jupyter notebook, Interactive widgets",,SageMath Cloud,Python 3,IPyKernel,"Homeworks / problem sets, Collaborative / group assignments","Manually graded coding exercises, Manually graded written answers (prose)","By hand, Peer grading","Correctness, Clarity",,Load time of individual notebooks can add significant overhead to grading.,,Turnkey services like SageMathCloud enhance accessibility greatly for instructors by lowering the devops requirements.  I'm as vigilant about incidental complexity for myself as I am for my students.  
5/6/2016 16:24:11,Experimental Methods in Social Psychology,Dartmouth College,,,Luke Chang,Every year,10 - 25,Advanced undergraduate (juniors and seniors),Complete novice (no experience),"Data science, Psychology, Statistics","Dealing with python installation for novices.  We use Github GUI combined with Anaconda, but it would be ideal if there was a cloud server where they could just access course notebooks.",Jupyter notebook,,They have it installed on their own computers,"Python 2, Python 3",IPyKernel,"In-class exercises, Lab exercises, Homeworks / problem sets",Manually graded coding exercises,By hand,Correctness,,,,
5/7/2016 12:46:30,A Journey in Signal Processing with IPython,ESIEE Paris,,github.com/jfbercher/LecturesSignalProcessing,J.-F Bercher,Every year,25 - 50,"Advanced undergraduate (juniors and seniors), Graduate",Novice (~1 semester of experience),"Electrical engineering, Signal Processing",,"Jupyter notebook, Interactive widgets","latex_envs
exercice
exercise2
toc2
All available on ipython-contrib",It is installed on computers in a university/school computer cluster or lab,Python 3,IPyKernel,"In-class exercises, Lab exercises, Exams, Lectures","Manually graded coding exercises, Manually graded written answers (prose)",By hand,Correctness,,,,
